Standortnummer;Einrichtungsname;Einrichtungsart;Adresse;PLZ;Stadt;Bezirk;Webseite;Telefon;E_Mail;Angebot;Träger;Anmerkungen;Kurzbeschreibung;X_Koordinate;Y_Koordinate;Foto_Link;Google_Maps_Link;Sachstand
TK04NH;Nachbarschaftshaus Villa offensiv;Stadtteilzentrum;Hasselwerderstraße 3840;12439;Berlin;Treptow-Köpenick;https://offensiv91.de/stadtteilarbeit/villa-offensiv/;(030) 63 90 26 11;villa@offensiv91.de;Stadtteil- und Nachbarschaftsarbeit;offensiv'91 e.V.;;;13.5133293;52.4545673;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/tk04nh_1.jpg;;2025-06-11
TK04NH;WohnGebietsZentrum Allende-Viertel (WGZ);Nachbarschaftshaus;Pablo-Neruda-Straße 12-13;12559;Berlin;Treptow-Köpenick;https://offensiv91.de/stadtteilarbeit/wgz/;(030) 66 86 52 90;allende2@offensiv91.de;Stadtteil- und Nachbarschaftsarbeit, Mobile Stadtteilarbeit;offensiv'91 e.V.;;;13.590245;52.4419629;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/platzhalter.jpg;;2025-06-11
TK04NH;FamilienBegegnungsZentrum Altglienicke (FBZ);Nachbarschaftshaus;Köpenicker Straße 42;12524;Berlin;Treptow-Köpenick;https://offensiv91.de/stadtteilarbeit/fbz/;(030) 63 90 26 11;villa@offensiv91.de;Stadtteil- und Nachbarschaftsarbeit, Mobile Stadtteilarbeit;offensiv'91 e.V.;;;13.5394040639953;52.4213336831234;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/platzhalter.jpg;;2025-06-11
TK05NH;Stadtteilzentrum Campus Kiezspindel;Stadtteilzentrum;Rudower Straße 37-39;12557;Berlin;Treptow-Köpenick;https://www.tjfbg.de/ausserschulische-angebote/campus-kiezspindel/;(030) 67 48 94 93;campus.kiezspindel@tjfbg.de;Stadtteil- und Nachbarschaftsarbeit;Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH;;;13.5644413288441;52.4439705405993;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/tk05nh.jpg;;2025-06-11
TK06NH;Stadtteilzentrum für Alt Treptow und Plänterwald;Stadtteilzentrum;Kiefholzstraße 20;12435;Berlin;Treptow-Köpenick;https://kungerkiez.de/;(030) 70 12 10 07;kontakt@kungerkiez.de;Stadtteil- und Nachbarschaftsarbeit, Kurse und Gruppen, Kultur und Veranstaltungen;KungerKiezInitiative e. V.;;;13.451148;52.490701;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/platzhalter.jpg;;2025-06-11
TS02NH;Nachbarschafts- und Selbsthilfezentrum in der ufafabrik;Stadtteilzentrum;Viktoriastraße 13;12105;Berlin;Tempelhof-Schöneberg;https://nusz.de/stadtteilzentren/;(030) 75 50 31 46;buero@nusz.de;Stadtteil- und Nachbarschaftsarbeit, Kurse und Gruppen, Ehrenamt und Freiwilligenarbeit, Interkulturelle Arbeit;Nachbarschafts- und Selbsthilfezentrum in der UFA-Fabrik e. V.;;;13.3823736;52.4541455;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/platzhalter.jpg;;2025-06-11
TS03NH;Stadtteilzentrum im Nachbarschaftshaus Friedenau;Stadtteilzentrum;Holsteinische Straße 30;12161;Berlin;Tempelhof-Schöneberg;https://www.nbhs.de/aktiv-im-stadtteil/nachbarschaft/stadtteilarbeit;(030) 85 99 51 10 0;information@nbhs.de;Stadtteil- und Nachbarschaftsarbeit, Kurse und Gruppen, Kultur und Veranstaltungen, Ehrenamt und Freiwilligenarbeit;Nachbarschaftsheim Schöneberg e. V.;;;13.3345425768536;52.46642035;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/platzhalter.jpg;;2025-06-11
TS09NH;Stadtteilzentrum Marie-Li Marienfelde;Stadtteilzentrum;Bruno-Möhring-Straße 7-9;12277;Berlin;Tempelhof-Schöneberg;https://stz-marie-li.de;(030) 75519834;hallo@stz-marie-li.de;Stadtteil- und Nachbarschaftsarbeit;Kooperationsverbund (Stadtteilzentrum Steglitz, Pestalozzi-Fröbel-Haus, NUSZ);;;13.3705478699605;52.4246208363033;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/platzhalter.jpg;;2025-06-11
TS09NH;Stadtteilzentrum Marie-Li Lichtenrade;Stadtteilzentrum;Lichtenrader Damm 212;12305;Berlin;Tempelhof-Schöneberg;https://stz-marie-li.de;(030) 75519834;hallo@stz-marie-li.de;Stadtteil- und Nachbarschaftsarbeit;Kooperationsverbund (Stadtteilzentrum Steglitz, Pestalozzi-Fröbel-Haus, NUSZ);;;13.4058475098293;52.39478165;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/platzhalter.jpg;;2025-06-11
TS09NH;Kiezoase;Nachbarschaftshaus;Barbarossastraße 65;10781;Berlin;Tempelhof-Schöneberg;https://kiezoase.de/;(030) 21 73 02 02;kiezoase@pfh-berlin.de;Stadtteil- und Nachbarschaftsarbeit;Kooperationsverbund (Stadtteilzentrum Steglitz, Pestalozzi-Fröbel-Haus, NUSZ);Ausgangsstandort Mobile Stadtteilarbeit;;13.3524589;52.491945;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/ts09nh_3.jpg;https://maps.app.goo.gl/1ksbpdiYCaLZyuFp9;2025-06-11
TS11NH;Stadtteilzentrum Schöneberg Süd;Stadtteilzentrum;Hauptstraße 121 A;10827;Berlin;Tempelhof-Schöneberg;https://beratung.immanuel.de/unsere-standorte/berlin/schoeneberg/;(030) 78 00 42 60;stz-schoeneberg@immanuel.de ;Stadtteil- und Nachbarschaftsarbeit;Beratung + Leben GmbH;;;13.3506637;52.4829413;https://www.berlin.de/sen/soziales/buergerschaftliches-engagement/stadtteilzentren/projektuebersicht/projektliste/platzhalter.jpg;;2026-06-08
